[ 2025-01-16 02:27:07,300 ] 20 root - INFO - Initiaite data ingeation
[ 2025-01-16 02:27:15,905 ] 71 root - INFO - Perform train test spit ib the dataframe
[ 2025-01-16 02:27:15,905 ] 73 root - INFO - Exited sloit _data_as_train_test method of data_ingestion class
[ 2025-01-16 02:27:16,552 ] 81 root - INFO - Exporting train and test file path.
[ 2025-01-16 02:27:16,555 ] 23 root - INFO - data ingestion completed
[ 2025-01-16 02:27:16,562 ] 29 root - INFO - Initiate the data Validation
[ 2025-01-16 02:27:16,771 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 02:27:16,771 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 02:27:16,771 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 02:27:16,771 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 02:27:17,686 ] 32 root - INFO - data Validation Completed
