[ 2025-01-16 09:17:47,396 ] 22 root - INFO - Initiaite data ingeation
[ 2025-01-16 09:17:55,993 ] 71 root - INFO - Perform train test spit ib the dataframe
[ 2025-01-16 09:17:55,993 ] 73 root - INFO - Exited sloit _data_as_train_test method of data_ingestion class
[ 2025-01-16 09:17:56,640 ] 81 root - INFO - Exporting train and test file path.
[ 2025-01-16 09:17:56,643 ] 25 root - INFO - data ingestion completed
[ 2025-01-16 09:17:56,651 ] 31 root - INFO - Initiate the data Validation
[ 2025-01-16 09:17:56,856 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 09:17:56,857 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 09:17:56,857 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 09:17:56,857 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 09:17:57,788 ] 34 root - INFO - data Validation Completed
[ 2025-01-16 09:17:57,788 ] 41 root - INFO - Initiate the data Transformation
[ 2025-01-16 09:17:57,788 ] 55 root - INFO - Enter inot the instaitae the data Trnasformation
[ 2025-01-16 09:17:57,788 ] 57 root - INFO - Start data Tranformation
[ 2025-01-16 09:17:58,057 ] 42 root - INFO - Enter get _data_tranfomer_object method of tranfomration class
[ 2025-01-16 09:17:58,057 ] 46 root - INFO - initiailise the KNN iimputer
[ 2025-01-16 09:17:58,212 ] 51 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-16 09:17:58,235 ] 55 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-16 09:17:58,252 ] 44 root - INFO - data Transformation Completed
[ 2025-01-16 09:17:58,253 ] 47 root - INFO - Model Training Startecd
