[ 2025-01-16 09:21:58,866 ] 22 root - INFO - Initiaite data ingeation
[ 2025-01-16 09:22:07,367 ] 71 root - INFO - Perform train test spit ib the dataframe
[ 2025-01-16 09:22:07,367 ] 73 root - INFO - Exited sloit _data_as_train_test method of data_ingestion class
[ 2025-01-16 09:22:08,030 ] 81 root - INFO - Exporting train and test file path.
[ 2025-01-16 09:22:08,034 ] 25 root - INFO - data ingestion completed
[ 2025-01-16 09:22:08,041 ] 31 root - INFO - Initiate the data Validation
[ 2025-01-16 09:22:08,248 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 09:22:08,248 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 09:22:08,248 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 09:22:08,248 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 09:22:09,262 ] 34 root - INFO - data Validation Completed
[ 2025-01-16 09:22:09,262 ] 41 root - INFO - Initiate the data Transformation
[ 2025-01-16 09:22:09,262 ] 55 root - INFO - Enter inot the instaitae the data Trnasformation
[ 2025-01-16 09:22:09,262 ] 57 root - INFO - Start data Tranformation
[ 2025-01-16 09:22:09,574 ] 42 root - INFO - Enter get _data_tranfomer_object method of tranfomration class
[ 2025-01-16 09:22:09,574 ] 46 root - INFO - initiailise the KNN iimputer
[ 2025-01-16 09:22:09,634 ] 51 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-16 09:22:09,646 ] 55 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-16 09:22:09,659 ] 44 root - INFO - data Transformation Completed
[ 2025-01-16 09:22:09,659 ] 47 root - INFO - Model Training Startecd
