[ 2025-01-16 06:34:21,381 ] 21 root - INFO - Initiaite data ingeation
[ 2025-01-16 06:34:30,142 ] 71 root - INFO - Perform train test spit ib the dataframe
[ 2025-01-16 06:34:30,143 ] 73 root - INFO - Exited sloit _data_as_train_test method of data_ingestion class
[ 2025-01-16 06:34:30,796 ] 81 root - INFO - Exporting train and test file path.
[ 2025-01-16 06:34:30,800 ] 24 root - INFO - data ingestion completed
[ 2025-01-16 06:34:30,810 ] 30 root - INFO - Initiate the data Validation
[ 2025-01-16 06:34:31,015 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 06:34:31,015 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 06:34:31,015 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 06:34:31,015 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 06:34:32,166 ] 33 root - INFO - data Validation Completed
[ 2025-01-16 06:34:32,166 ] 40 root - INFO - Initiate the data Transformation
[ 2025-01-16 06:34:32,166 ] 55 root - INFO - Enter inot the instaitae the data Trnasformation
[ 2025-01-16 06:34:32,166 ] 57 root - INFO - Start data Tranformation
[ 2025-01-16 06:34:32,465 ] 42 root - INFO - Enter get _data_tranfomer_object method of tranfomration class
[ 2025-01-16 06:34:32,465 ] 46 root - INFO - initiailise the KNN iimputer
[ 2025-01-16 06:34:32,543 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-16 06:34:32,561 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-16 06:34:32,580 ] 43 root - INFO - data Transformation Completed
