[ 2025-01-16 09:11:25,145 ] 22 root - INFO - Initiaite data ingeation
[ 2025-01-16 09:11:33,564 ] 71 root - INFO - Perform train test spit ib the dataframe
[ 2025-01-16 09:11:33,564 ] 73 root - INFO - Exited sloit _data_as_train_test method of data_ingestion class
[ 2025-01-16 09:11:34,208 ] 81 root - INFO - Exporting train and test file path.
[ 2025-01-16 09:11:34,211 ] 25 root - INFO - data ingestion completed
[ 2025-01-16 09:11:34,218 ] 31 root - INFO - Initiate the data Validation
[ 2025-01-16 09:11:34,426 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 09:11:34,427 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 09:11:34,427 ] 48 root - INFO - Required number of columns: 2
[ 2025-01-16 09:11:34,427 ] 49 root - INFO - Data frame has columns: 31
[ 2025-01-16 09:11:35,352 ] 34 root - INFO - data Validation Completed
[ 2025-01-16 09:11:35,352 ] 41 root - INFO - Initiate the data Transformation
[ 2025-01-16 09:11:35,352 ] 55 root - INFO - Enter inot the instaitae the data Trnasformation
[ 2025-01-16 09:11:35,352 ] 57 root - INFO - Start data Tranformation
[ 2025-01-16 09:11:35,619 ] 42 root - INFO - Enter get _data_tranfomer_object method of tranfomration class
[ 2025-01-16 09:11:35,619 ] 46 root - INFO - initiailise the KNN iimputer
[ 2025-01-16 09:11:35,700 ] 51 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-16 09:11:35,717 ] 55 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-16 09:11:35,736 ] 44 root - INFO - data Transformation Completed
[ 2025-01-16 09:11:35,736 ] 47 root - INFO - Model Training Startecd
